user_id,skills,interests,preferred_event_type,preferred_mode
U043,"Node.js, Web Development, SQL, App Development, API Development","Software Engineering, Web Development, Frontend Development, Backend Development","Project Exhibition, Bootcamp",Both
U044,"HTML/CSS, Frontend Development, SQL","Open Source, App Development, Web Development","Hackathon, Bootcamp",Offline
U045,"Digital Electronics, Problem Solving, Cybersecurity, Cryptography, ESP32, Network Security","Ethical Hacking, Digital Electronics, Network Security, Cyber Defense",Project Exhibition,Both
U046,"Problem Solving, Communication, Digital Marketing, Business Strategy, Automation, SQL","Startups, Smart Devices, Computer Vision",Tech Talk,Both
U047,"Robot Programming, Sensors, Automation, Raspberry Pi","Drones, Automation, Robotics",Workshop,Offline
U048,"Python, Communication, React, Teamwork","Product Design, Ethical Hacking, Cyber Defense, App Development",Hackathon,Online
U049,"Arduino, ESP32, Embedded Systems, Digital Electronics","Robotics, PCB Design, Autonomous Systems, Embedded Systems","Workshop, Competition",Offline
U050,"Public Speaking, Leadership, Product Management, Teamwork, React, API Development","Entrepreneurship, Startups, App Development, Innovation",Seminar,Both
U051,"Embedded Systems, Electronics, ESP32, Circuit Design, PCB Design","VLSI, Digital Electronics, Internet of Things",Project Exhibition,Both
U052,"Linux, AWS, Kubernetes, Ethical Hacking, Cybersecurity","DevOps, Digital Forensics, Cloud Computing, Network Security",Tech Talk,Online
U053,"Deep Learning, Natural Language Processing, SQL, Computer Vision","Data Analytics, Computer Vision, NLP",Conference,Both
U054,"Cryptography, Digital Forensics, AWS, Cybersecurity, Python","Digital Forensics, Cloud Computing, Cloud Architecture, Cyber Defense","Seminar, Bootcamp",Both
U055,"Problem Solving, Azure, AWS, Docker","Cloud Architecture, Cloud Computing, DevOps",Conference,Both
U056,"Actuators, Automation, Raspberry Pi, Arduino","Internet of Things, Drones, Autonomous Systems, Smart Devices",Project Exhibition,Both
U057,"3D Design, Content Creation, Animation, UI/UX Design, CAD","Product Design, Animation, Graphic Design, 3D Design",Bootcamp,Both
U058,"Robotics, Digital Electronics, Drone Technology, Technical Writing, Internet of Things","Robotics, Autonomous Systems, Microcontrollers, Internet of Things","Seminar, Workshop",Both
U059,"Drone Technology, Microcontrollers, VLSI, Actuators, Arduino, Circuit Design","Robotics, VLSI, Autonomous Systems, Internet of Things",Seminar,Both
U060,"Python, Cybersecurity, Problem Solving, Leadership","Cybersecurity, Ethical Hacking, Cyber Defense","Bootcamp, Conference",Both
U061,"Embedded Systems, Raspberry Pi, Video Editing, Robot Programming, Actuators","Smart Devices, Product Design, Graphic Design, Robotics","Workshop, Competition",Both
U062,"3D Design, Video Editing, UI/UX Design, Animation, Content Creation","Product Design, Graphic Design, UI/UX",Workshop,Offline
U063,"Azure, Docker, AWS, Kubernetes, DevOps","Cloud Computing, Cloud Architecture, DevOps","Tech Talk, Bootcamp",Offline
U064,"Software Development, App Development, Frontend Development, TypeScript","Open Source, Frontend Development, Backend Development","Hackathon, Project Exhibition",Both
U065,"Electronics, Circuit Design, Microcontrollers, Embedded Systems","Robotics, Microcontrollers, Electronics, VLSI",Workshop,Offline
U066,"Data Science, Python, Natural Language Processing, Deep Learning","Machine Learning, Generative AI, Computer Vision",Workshop,Offline
U067,"Sensors, Robotics, Raspberry Pi","Internet of Things, Drones, Automation, Robotics","Competition, Workshop",Online
U068,"Digital Forensics, Cybersecurity, Cryptography","Cybersecurity, Network Security, Cyber Defense, Digital Forensics","Seminar, Workshop",Offline
U069,"Sensors, Actuators, Arduino, Embedded Systems, Internet of Things","Internet of Things, Drones, Automation, Autonomous Systems",Competition,Both
U070,"Software Development, Node.js, Data Analytics, SQL, Python, JavaScript","Web Development, Frontend Development, Generative AI, Computer Vision, Backend Development",Competition,Both
U071,"Problem Solving, Software Development, Communication, SQL, API Development, Video Editing","Backend Development, Open Source, Animation, Frontend Development",Conference,Both
U072,"Animation, Project Management, Marketing, Entrepreneurship, Leadership","Startups, Marketing, Graphic Design, Product Management",Conference,Online
U073,"API Development, App Development, Software Development, Communication, SQL, Node.js","Open Source, Software Engineering, Backend Development","Competition, Bootcamp",Both
U074,"Graphic Design, Technical Writing, Communication, Video Editing, UI/UX Design, Animation","Animation, Product Design, 3D Design",Bootcamp,Both
U075,"Robotics, Actuators, Technical Writing, Raspberry Pi, Embedded Systems","Automation, Smart Devices, Drones","Competition, Project Exhibition",Online
U076,"Problem Solving, Ethical Hacking, Linux, Cybersecurity","Ethical Hacking, Digital Forensics, Cyber Defense, Network Security","Conference, Workshop",Both
U077,"Problem Solving, Python, Communication, Teamwork, Computer Vision, Public Speaking","Product Management, NLP, Machine Learning, Innovation, Generative AI",Seminar,Both
U078,"Graphic Design, 3D Design, Communication","UI/UX, Product Design, Animation, Graphic Design",Project Exhibition,Both
U079,"Teamwork, Public Speaking, Leadership, Product Management","Innovation, Public Speaking, Product Management",Career Fair,Offline
U080,"Communication, UI/UX Design, CAD, Content Creation","3D Design, Graphic Design, Animation, Product Design",Conference,Online
U081,"AWS, Azure, Docker, Problem Solving","Software Engineering, DevOps, Cloud Architecture",Bootcamp,Both
U082,"Video Editing, 3D Design, Animation","Product Design, Animation, Graphic Design","Conference, Project Exhibition",Both
U083,"Cybersecurity, Ethical Hacking, Network Security, Python","Ethical Hacking, Cybersecurity, Network Security, Cyber Defense",Workshop,Online
U084,"TypeScript, Communication, HTML/CSS, Content Creation, Drone Technology","Product Design, Frontend Development, Autonomous Systems, App Development, Drones","Competition, Project Exhibition",Both
U085,"Kubernetes, Linux, DevOps, Problem Solving, AWS","Cloud Computing, DevOps, Cloud Architecture, Software Engineering",Webinar,Online
U086,"Electronics, Robotics, Digital Electronics, Arduino","VLSI, Microcontrollers, Autonomous Systems",Project Exhibition,Both
U087,"Content Creation, Backend Development, JavaScript, HTML/CSS","Backend Development, Open Source, Product Design","Bootcamp, Conference",Offline
U088,"Microcontrollers, PCB Design, Electronics","Embedded Systems, VLSI, Microcontrollers, Electronics","Seminar, Project Exhibition",Online
U089,"Graphic Design, Animation, UI/UX Design, CAD","Product Design, Animation, 3D Design, Graphic Design","Conference, Bootcamp",Both
U090,"Data Science, Python, Machine Learning, Generative AI, Computer Vision","Generative AI, Computer Vision, Data Analytics",Workshop,Offline
U091,"Problem Solving, Software Development, DevOps, Linux","DevOps, Software Engineering, Cloud Architecture, Cloud Computing","Bootcamp, Webinar",Offline
U092,"Problem Solving, Cloud Computing, Software Development, Linux","Digital Forensics, Cybersecurity, Software Engineering, Cloud Architecture","Webinar, Workshop",Online
U093,"Cybersecurity, Network Security, Python, Problem Solving, Azure","Software Engineering, Digital Forensics, Ethical Hacking, Cyber Defense, Cloud Computing",Tech Talk,Both
U094,"Video Editing, Content Creation, Graphic Design, CAD","Product Design, Animation, 3D Design, UI/UX",Workshop,Offline
U095,"Robot Programming, Automation, Problem Solving, Robotics","Smart Devices, Robotics, Internet of Things",Competition,Both
U096,"PCB Design, Data Analytics, Business Strategy, Project Management, Generative AI","Microcontrollers, Public Speaking, Embedded Systems, Generative AI, Machine Learning, Startups",Conference,Offline
U097,"Digital Marketing, Communication, Business Strategy","Marketing, Public Speaking, Leadership","Career Fair, Workshop",Both
U098,"Problem Solving, Computer Vision, SQL, Generative AI, Machine Learning","Computer Vision, Data Science, Data Analytics",Tech Talk,Both
U099,"Deep Learning, Linux, Network Security, Digital Forensics, Python","Generative AI, Cyber Defense, Machine Learning, Digital Forensics, Ethical Hacking",Hackathon,Both
U100,"Software Development, API Development, JavaScript, Backend Development","App Development, Web Development, Open Source",Competition,Offline
U101,"Natural Language Processing, Generative AI, Computer Vision, Deep Learning, Python","Generative AI, Artificial Intelligence, Computer Vision, Data Science",Workshop,Online
U102,"AWS, Docker, Kubernetes, Linux","Software Engineering, Cloud Architecture, DevOps, Cloud Computing",Tech Talk,Online
U103,"Machine Learning, Python, Generative AI, Docker, Software Development, Problem Solving","Data Science, Artificial Intelligence, Cloud Computing, Computer Vision","Bootcamp, Tech Talk",Both
U104,"Technical Writing, CAD, Arduino, Actuators, Content Creation, Digital Forensics","Graphic Design, Autonomous Systems, Drones, Cybersecurity","Project Exhibition, Workshop",Online
U105,"Generative AI, Data Analytics, Natural Language Processing, Problem Solving, Python","Generative AI, Artificial Intelligence, Data Science",Bootcamp,Offline
U106,"Drone Technology, Python, Natural Language Processing, Problem Solving, Raspberry Pi, Deep Learning, SQL","Computer Vision, Generative AI, Internet of Things",Project Exhibition,Online
U107,"HTML/CSS, SQL, React, Natural Language Processing, Python","Computer Vision, Generative AI, Open Source, Frontend Development, Backend Development","Bootcamp, Conference",Both
U108,"Problem Solving, DevOps, Linux","Cloud Architecture, DevOps, Software Engineering, Cloud Computing","Bootcamp, Tech Talk",Both
U109,"Video Editing, 3D Design, Graphic Design, Business Strategy, Content Creation","Animation, Graphic Design, 3D Design, Product Management",Seminar,Online
U110,"Leadership, Innovation, Business Strategy, Communication","Innovation, Leadership, Startups, Marketing",Webinar,Both
U111,"Deep Learning, Problem Solving, SQL, Machine Learning, Data Analytics","Generative AI, Data Analytics, Data Science","Hackathon, Bootcamp",Both
U112,"Embedded Systems, VLSI, Microcontrollers","Electronics, Microcontrollers, PCB Design",Hackathon,Offline
U113,"Robot Programming, Robotics, Problem Solving, Arduino, Raspberry Pi","Smart Devices, Robotics, Autonomous Systems, Automation","Project Exhibition, Workshop",Online
U114,"Linux, Problem Solving, Digital Forensics","Ethical Hacking, Cybersecurity, Network Security, Digital Forensics","Bootcamp, Competition",Offline
U115,"AWS, DevOps, Software Development","Cloud Architecture, DevOps, Software Engineering",Tech Talk,Both
U116,"AWS, Cloud Computing, Software Development, Linux, Docker","DevOps, Cloud Computing, Software Engineering, Cloud Architecture","Conference, Webinar",Offline
U117,"Raspberry Pi, Embedded Systems, Robotics, Robot Programming","Automation, Drones, Robotics","Workshop, Project Exhibition",Offline
U118,"Cybersecurity, Ethical Hacking, Python","Cyber Defense, Digital Forensics, Network Security","Conference, Workshop",Online
U119,"Cryptography, Internet of Things, Robot Programming, Data Science, Network Security","Robotics, Digital Forensics, Machine Learning, Autonomous Systems, Ethical Hacking","Project Exhibition, Competition",Both
U120,"Network Security, Cryptography, Microcontrollers, Linux, Problem Solving","Internet of Things, Network Security, Ethical Hacking, VLSI, Cyber Defense",Bootcamp,Online
U121,"Graphic Design, Sensors, Actuators, Embedded Systems, Raspberry Pi","Robotics, Automation, Product Design, Drones","Conference, Project Exhibition",Online
U122,"Automation, Raspberry Pi, Robotics, Internet of Things","Robotics, Autonomous Systems, Smart Devices",Hackathon,Offline
U123,"Animation, Linux, Embedded Systems, CAD","Smart Devices, Product Design, 3D Design, DevOps, Cloud Computing","Webinar, Hackathon",Online
U124,"Graphic Design, Technical Writing, Communication, Video Editing, CAD","Product Design, Graphic Design, UI/UX, 3D Design","Workshop, Project Exhibition",Online
U125,"Business Strategy, Innovation, Teamwork, Public Speaking","Entrepreneurship, Product Management, Leadership, Startups",Conference,Offline
U126,"Network Security, Python, Problem Solving","Network Security, Digital Forensics, Cybersecurity","Workshop, Competition",Offline
U127,"Python, Linux, Problem Solving, Cybersecurity, Cryptography","Digital Forensics, Network Security, Cybersecurity, Ethical Hacking","Competition, Seminar",Online
U128,"Arduino, Robotics, Automation, Drone Technology, Robot Programming","Drones, Internet of Things, Robotics",Workshop,Online
U129,"SQL, 3D Design, TypeScript, Natural Language Processing, UI/UX Design","Graphic Design, App Development, Generative AI","Competition, Workshop",Both
U130,"Linux, AWS, Cloud Computing","Cloud Computing, Software Engineering, Cloud Architecture",Webinar,Both
U131,"Problem Solving, Python, Linux","Network Security, Digital Forensics, Ethical Hacking, Cyber Defense","Bootcamp, Workshop",Offline
U132,"Deep Learning, Data Analytics, Problem Solving","Data Science, Generative AI, NLP",Bootcamp,Online
U133,"Natural Language Processing, Machine Learning, Generative AI, Data Analytics","Data Science, Computer Vision, Generative AI, Machine Learning",Conference,Online
U134,"Embedded Systems, Internet of Things, Sensors, Communication, Arduino","Internet of Things, Drones, Autonomous Systems",Project Exhibition,Offline
U135,"VLSI, Electronics, ESP32, Circuit Design, Arduino, Leadership","Internet of Things, Electronics, Microcontrollers, Embedded Systems","Project Exhibition, Competition",Online
U136,"SQL, Linux, App Development, Software Development","Frontend Development, DevOps, Backend Development, Web Development",Webinar,Offline
U137,"Ethical Hacking, Digital Electronics, Electronics, Arduino","Ethical Hacking, PCB Design, Microcontrollers, Cyber Defense","Project Exhibition, Seminar",Both
U138,"Ethical Hacking, 3D Design, CAD, Digital Forensics, Technical Writing, Frontend Development","Network Security, UI/UX, Backend Development","Seminar, Hackathon",Online
U139,"3D Design, Video Editing, Animation","UI/UX, Product Design, Graphic Design","Conference, Project Exhibition",Offline
U140,"Entrepreneurship, Innovation, Teamwork, Project Management","Marketing, Startups, Leadership, Public Speaking","Workshop, Conference",Online
U141,"React, Software Development, App Development, Frontend Development, HTML/CSS","Frontend Development, Software Engineering, Web Development",Bootcamp,Online
U142,"Machine Learning, Web Development, Robot Programming, Computer Vision","Automation, Drones, Open Source, Machine Learning, Backend Development",Project Exhibition,Online
U143,"Python, Communication, Computer Vision, Problem Solving","Computer Vision, NLP, Machine Learning, Generative AI","Conference, Workshop",Online
U144,"Python, Problem Solving, Cybersecurity, Network Security","Network Security, Digital Forensics, Cybersecurity",Seminar,Both
U145,"AWS, Problem Solving, DevOps, Kubernetes, HTML/CSS, Web Development","Cloud Architecture, DevOps, Web Development, Cloud Computing, Frontend Development","Project Exhibition, Competition",Offline
U146,"Circuit Design, Electronics, Microcontrollers, ESP32, VLSI","Embedded Systems, Microcontrollers, Digital Electronics, VLSI","Project Exhibition, Workshop",Offline
U147,"Communication, Entrepreneurship, Leadership, Digital Marketing, Innovation","Product Management, Marketing, Public Speaking",Workshop,Offline
U148,"Actuators, Drone Technology, Sensors","Automation, Drones, Autonomous Systems",Competition,Offline
U149,"Robotics, Raspberry Pi, UI/UX Design, Digital Forensics","Cyber Defense, Graphic Design, 3D Design, Automation, Network Security",Hackathon,Offline
U150,"Cloud Computing, Teamwork, Azure, Software Development, Problem Solving","Cloud Architecture, Software Engineering, Cloud Computing","Conference, Webinar",Both
U151,"Kubernetes, Problem Solving, Docker","Software Engineering, DevOps, Cloud Computing","Workshop, Conference",Online
U152,"SQL, Deep Learning, Project Management, Problem Solving","Data Analytics, Computer Vision, Generative AI","Hackathon, Workshop",Online
U153,"CAD, Communication, Robotics, Content Creation, Sensors, 3D Design","3D Design, Robotics, Graphic Design, Autonomous Systems, Animation","Conference, Competition",Both
U154,"Marketing, Public Speaking, Communication","Marketing, Public Speaking, Product Management","Career Fair, Workshop",Both
U155,"Network Security, Problem Solving, Digital Forensics, Cryptography, Linux","Network Security, Cybersecurity, Cyber Defense","Conference, Competition",Both
U156,"3D Design, CAD, Animation","3D Design, Animation, Product Design, Graphic Design",Project Exhibition,Offline
U157,"Azure, Software Development, Data Analytics, Data Science, Embedded Systems, Problem Solving","Cloud Computing, Artificial Intelligence, Computer Vision, DevOps, Microcontrollers",Tech Talk,Offline
U158,"SQL, Python, Leadership, Generative AI, Communication, Teamwork","Innovation, Data Science, Computer Vision","Webinar, Seminar",Offline
U159,"Teamwork, AWS, Azure, Kubernetes, Problem Solving, Software Development","Software Engineering, Cloud Computing, Cloud Architecture",Conference,Both
U160,"Arduino, VLSI, Digital Electronics","Embedded Systems, VLSI, Digital Electronics",Workshop,Offline
U161,"Communication, PCB Design, ESP32, Microcontrollers, Digital Electronics","Embedded Systems, PCB Design, Microcontrollers",Hackathon,Online
U162,"Data Analytics, Python, SQL","Artificial Intelligence, NLP, Computer Vision, Data Analytics","Hackathon, Conference",Offline
U163,"AWS, Software Development, Linux, Cloud Computing","DevOps, Cloud Architecture, Software Engineering, Cloud Computing",Tech Talk,Both
U164,"Web Development, Frontend Development, HTML/CSS, React","Open Source, App Development, Backend Development, Frontend Development","Workshop, Hackathon",Offline
U165,"Circuit Design, Embedded Systems, Microcontrollers, VLSI, PCB Design","Embedded Systems, Digital Electronics, VLSI, Electronics",Seminar,Both
U166,"Circuit Design, Digital Electronics, Electronics, ESP32, VLSI","Internet of Things, VLSI, Microcontrollers, Electronics",Hackathon,Offline
U167,"Circuit Design, ESP32, Cryptography, Linux, Problem Solving","Ethical Hacking, Microcontrollers, Digital Forensics, Embedded Systems, Cybersecurity","Conference, Competition",Both
U168,"Digital Forensics, Kubernetes, Software Development, Problem Solving","Cybersecurity, Software Engineering, Cloud Architecture, Cloud Computing",Seminar,Both
U169,"Raspberry Pi, Robot Programming, Robotics, Communication","Robotics, 3D Design, UI/UX, Drones","Project Exhibition, Conference",Offline
U170,"Docker, AWS, Azure","DevOps, Cloud Architecture, Software Engineering","Conference, Tech Talk",Both
U171,"SQL, Data Analytics, Natural Language Processing, Machine Learning, Generative AI","Data Science, NLP, Data Analytics, Computer Vision","Tech Talk, Conference",Both
U172,"Digital Forensics, Cybersecurity, Docker, Cloud Computing, Python","Network Security, Cybersecurity, Cyber Defense, Cloud Computing","Tech Talk, Webinar",Offline
U173,"Web Development, SQL, Backend Development, JavaScript","Backend Development, Open Source, Frontend Development","Bootcamp, Workshop",Both
U174,"Natural Language Processing, Project Management, Public Speaking, Leadership, Problem Solving","Marketing, Data Science, Innovation, Machine Learning","Workshop, Webinar",Both
U175,"Cybersecurity, PCB Design, ESP32, VLSI","Electronics, Microcontrollers, Ethical Hacking, Network Security, Embedded Systems",Bootcamp,Offline
U176,"ESP32, PCB Design, Microcontrollers, Electronics, Embedded Systems","Digital Electronics, Microcontrollers, Embedded Systems, Internet of Things",Workshop,Both
U177,"Web Development, React, Node.js, Frontend Development, Software Development","Software Engineering, Backend Development, Web Development",Hackathon,Online
U178,"Video Editing, Content Creation, CAD, Communication, Animation","Animation, UI/UX, Graphic Design","Workshop, Project Exhibition",Both
U179,"SQL, Deep Learning, Computer Vision, Natural Language Processing","NLP, Artificial Intelligence, Computer Vision","Workshop, Conference",Both
U180,"Project Management, Innovation, Communication, Teamwork, Public Speaking","Marketing, Entrepreneurship, Product Management, Public Speaking",Seminar,Offline
U181,"API Development, Graphic Design, React, Technical Writing, SQL, Software Development","Frontend Development, Open Source, 3D Design, Product Design","Workshop, Competition",Offline
U182,"Project Management, Graphic Design, Content Creation, Animation","Product Design, Graphic Design, Animation","Bootcamp, Conference",Online
U183,"Linux, Microcontrollers, ESP32, Digital Electronics","PCB Design, Cyber Defense, Internet of Things","Project Exhibition, Competition",Offline
U184,"Content Creation, UI/UX Design, Video Editing, Teamwork, Communication","Graphic Design, 3D Design, Animation",Project Exhibition,Both
U185,"CAD, Teamwork, Communication, AWS","Leadership, Entrepreneurship, Cloud Architecture, Cloud Computing, 3D Design, Animation",Bootcamp,Offline
U186,"Ethical Hacking, Digital Forensics, Network Security, Cybersecurity, Cryptography","Digital Forensics, Network Security, Cybersecurity, Cyber Defense",Conference,Both
U187,"Project Management, Computer Vision, Innovation, Problem Solving, SQL","Artificial Intelligence, Marketing, Machine Learning, NLP","Career Fair, Bootcamp",Both
U188,"Circuit Design, PCB Design, ESP32, Microcontrollers, Electronics","Internet of Things, VLSI, PCB Design, Electronics","Seminar, Workshop",Online
U189,"Network Security, Problem Solving, Cloud Computing, Linux, Ethical Hacking","Cloud Computing, Ethical Hacking, Digital Forensics",Webinar,Offline
U190,"Docker, Public Speaking, DevOps, App Development, Node.js","Product Management, Cloud Computing, Frontend Development","Competition, Career Fair",Both
U191,"Sensors, Internet of Things, PCB Design, AWS","Electronics, Autonomous Systems, Microcontrollers, Drones, Software Engineering",Workshop,Both
U192,"UI/UX Design, Graphic Design, Communication, 3D Design, Animation","UI/UX, 3D Design, Graphic Design, Product Design",Project Exhibition,Both
U193,"Communication, Innovation, Teamwork, Public Speaking","Leadership, Marketing, Startups","Webinar, Career Fair",Both
U194,"Teamwork, Kubernetes, Ethical Hacking, Problem Solving, Digital Forensics","Digital Forensics, Cyber Defense, Cloud Architecture, Ethical Hacking, Software Engineering","Seminar, Conference",Both
U195,"PCB Design, VLSI, Digital Electronics, Electronics","Embedded Systems, PCB Design, Digital Electronics, VLSI","Hackathon, Competition",Offline
U196,"Machine Learning, Natural Language Processing, Data Analytics","Generative AI, Data Analytics, Machine Learning, Artificial Intelligence",Workshop,Online
U197,"TypeScript, HTML/CSS, AWS, Frontend Development","Cloud Computing, Open Source, Backend Development",Competition,Offline
U198,"Project Management, Communication, Marketing, Innovation","Marketing, Leadership, Entrepreneurship, Product Management",Conference,Online
U199,"Backend Development, Frontend Development, SQL, HTML/CSS","Software Engineering, Frontend Development, Open Source, App Development",Bootcamp,Offline
U200,"Python, Linux, Project Management, Cybersecurity, Network Security, Cryptography","Digital Forensics, Cyber Defense, Ethical Hacking","Conference, Seminar",Both
U201,"JavaScript, Web Development, HTML/CSS, Node.js, React","Frontend Development, Web Development, Backend Development",Project Exhibition,Online
U202,"3D Design, Video Editing, Content Creation","Graphic Design, Animation, 3D Design",Project Exhibition,Both
U203,"ESP32, Circuit Design, VLSI, Embedded Systems","Microcontrollers, Digital Electronics, PCB Design, Electronics",Project Exhibition,Both
U204,"Data Science, Natural Language Processing, Machine Learning, Leadership","Artificial Intelligence, Product Management, Data Analytics, Entrepreneurship",Tech Talk,Both
U205,"Cloud Computing, Data Analytics, Kubernetes, Linux","Cloud Architecture, Software Engineering, Computer Vision, DevOps, Machine Learning",Workshop,Offline
U206,"Problem Solving, Computer Vision, Cybersecurity, Cryptography","Generative AI, Artificial Intelligence, Digital Forensics, Network Security",Competition,Both
U207,"ESP32, PCB Design, Digital Electronics","PCB Design, Electronics, Microcontrollers, Digital Electronics",Competition,Online
U208,"Linux, AWS, Docker, Cloud Computing, Kubernetes","Software Engineering, Cloud Architecture, Cloud Computing, DevOps",Tech Talk,Offline
U209,"Animation, Graphic Design, UI/UX Design, Content Creation","Graphic Design, UI/UX, Animation",Project Exhibition,Offline
U210,"Public Speaking, Leadership, Computer Vision, Marketing, Natural Language Processing","Data Analytics, Startups, Leadership, Computer Vision, Entrepreneurship","Webinar, Hackathon",Offline
U211,"Computer Vision, Natural Language Processing, SQL, Python, Deep Learning","Generative AI, Computer Vision, NLP",Bootcamp,Offline
U212,"Public Speaking, Project Management, Entrepreneurship","Public Speaking, Entrepreneurship, Startups",Webinar,Offline
